iter	Logloss
441	0.3149369333
442	0.3147265834
443	0.3144213165
444	0.3142293618
445	0.3140193368
446	0.3136305636
447	0.3134736299
448	0.3133205369
449	0.3131880492
450	0.3129885732
451	0.3128720294
452	0.3125802664
453	0.3123576285
454	0.31218573
455	0.3120364925
456	0.3117500705
457	0.3115280095
458	0.3112958677
459	0.3109877733
460	0.3108790858
461	0.3105118018
462	0.3102389348
463	0.3100004355
464	0.3097938238
465	0.3094518794
466	0.309269764
467	0.3090227784
468	0.3088329754
469	0.3086270311
470	0.3084210003
471	0.3082698565
472	0.3081559472
473	0.307667064
474	0.3074730996
475	0.30733893
476	0.3070669827
477	0.3070089474
478	0.3065787627
479	0.3063930552
480	0.3061808386
481	0.3059117198
482	0.3057482264
483	0.3055304257
484	0.3053087902
485	0.3051403637
486	0.3046890836
487	0.3045673516
488	0.3042999107
489	0.3041626815
490	0.3039592998
491	0.3036747716
492	0.3034572034
493	0.3032332824
494	0.3030983694
495	0.3029224906
496	0.3026711029
497	0.3024386257
498	0.302264498
499	0.3018996467
500	0.3016172396
501	0.3014127815
502	0.301054123
503	0.3008631982
504	0.300711662
505	0.3005437069
506	0.3001505516
507	0.2999579484
508	0.2998265496
509	0.2997386007
510	0.2996341422
511	0.2992817504
512	0.2990092233
513	0.2987065263
514	0.2983231398
515	0.2981862552
516	0.2980173431
517	0.2978683768
518	0.297587365
519	0.2973796819
520	0.297212491
521	0.2970434474
522	0.2969462904
523	0.2967384361
524	0.2963942308
525	0.2959158206
526	0.2958313065
527	0.2954471881
528	0.2952219443
529	0.2950717633
530	0.2949709874
531	0.2945849779
532	0.2944589792
533	0.2941920093
534	0.2940940905
535	0.2938856764
536	0.2937859714
537	0.2936448387
538	0.293249197
539	0.292969066
540	0.2927450809
541	0.2925559572
542	0.2924364586
543	0.2921313082
544	0.2920376869
545	0.2918529801
546	0.2915271966
547	0.2913619163
548	0.2911000085
549	0.2909580084
550	0.2908380699
551	0.2905863961
552	0.2902709713
553	0.2900295525
554	0.2897390398
555	0.289422811
556	0.2893051665
557	0.2891660187
558	0.2889466408
559	0.2887545454
560	0.2886768852
561	0.2885487017
562	0.2883447113
563	0.2881544993
564	0.287877517
565	0.287639149
566	0.2875556973
567	0.2873784865
568	0.2872608156
569	0.286897189
570	0.2866681941
571	0.2865489062
572	0.2863831247
573	0.286183942
574	0.286011909
575	0.2859181015
576	0.2857909043
577	0.2855128966
578	0.2852019846
579	0.2850076019
580	0.2849051877
581	0.2846097364
582	0.2844633787
583	0.284297043
584	0.2841164485
585	0.2839481678
586	0.2837870869
587	0.2833479442
588	0.2830989478
589	0.282924555
590	0.2828354762
591	0.2826339753
592	0.2823526657
593	0.2821893051
594	0.282051443
595	0.2818083033
596	0.2815376644
597	0.2813628827
598	0.281127923
599	0.2808277448
600	0.2807337811
601	0.2805048018
602	0.2803318851
603	0.2802108472
604	0.2799294057
605	0.2797746581
606	0.2795883744
607	0.2793758597
608	0.2792848949
609	0.2791974364
610	0.2789098982
611	0.2787397907
612	0.2784050126
613	0.2782277645
614	0.2779315808
615	0.2777410005
616	0.2775359441
617	0.277371386
618	0.2770607498
619	0.2768481408
620	0.2766739705
621	0.2765396861
622	0.276421181
623	0.2762340023
624	0.276010863
625	0.2758200817
626	0.2756793101
627	0.2754524746
628	0.2751681045
629	0.2749391187
630	0.2747464185
631	0.2745876657
632	0.2745417638
633	0.2743041823
634	0.2741809108
635	0.2739584869
636	0.2737723663
637	0.2735482001
638	0.27340011
639	0.2731514224
640	0.2730173576
641	0.2728634359
642	0.2727086629
643	0.272248732
644	0.2719574218
645	0.2718493806
646	0.2717270093
647	0.2715712437
648	0.2712967969
649	0.2709207316
650	0.270818165
651	0.2706314593
652	0.2705511174
653	0.2704738299
654	0.2702852999
655	0.2701253625
656	0.2699034252
657	0.2696869073
658	0.2695768741
659	0.2693499024
660	0.2693214792
661	0.2691948182
662	0.2688911205
663	0.2687194129
664	0.2685996801
665	0.2683414783
666	0.268225508
667	0.2680618863
668	0.2679881962
669	0.2677216732
670	0.2676028034
671	0.2674596725
672	0.2673488904
673	0.2670721856
674	0.2669767956
675	0.2666315312
676	0.2663771425
677	0.2661889042
678	0.265909906
679	0.2657810362
680	0.2656114125
681	0.2654373741
682	0.2651578909
683	0.2649263395
684	0.2648207345
685	0.2646067281
686	0.2643724379
687	0.2641870125
688	0.2640944497
689	0.2639165825
690	0.2638279944
691	0.2636813887
692	0.2635657852
693	0.2632082932
694	0.2630676417
695	0.2629268363
696	0.2627510614
697	0.2626198204
698	0.2623943606
699	0.2622655577
700	0.2619544933
701	0.2617518619
702	0.2616348953
703	0.2614836232
704	0.2613380534
705	0.2612617143
706	0.2609983843
707	0.2609281125
708	0.2607735926
709	0.2605581852
710	0.2603414761
711	0.2601466095
712	0.2600702495
713	0.2597189372
714	0.2595646018
715	0.2594337907
716	0.2592534199
717	0.2589472517
718	0.2588933495
719	0.2586171177
720	0.2585231516
721	0.2583988602
722	0.2581829767
723	0.2578732561
724	0.2577161484
725	0.2574732011
726	0.257284897
727	0.2570603366
728	0.2569450679
729	0.2568834102
730	0.256690147
731	0.2565889093
732	0.2564788342
733	0.2563524916
734	0.256260214
735	0.2560813768
736	0.2559552068
737	0.2557453962
738	0.2555672867
739	0.2553291382
740	0.2550900084
741	0.2547869477
742	0.2546543689
743	0.2544769652
744	0.2544014248
745	0.2543005859
746	0.2541106073
747	0.2538842717
748	0.2535796115
749	0.2534726408
750	0.2533046354
751	0.2532251388
752	0.2530561911
753	0.2527532746
754	0.2525165021
755	0.2524054654
756	0.2522179904
757	0.2519786363
758	0.251892324
759	0.2517022095
760	0.2515474027
761	0.2513311665
762	0.2511371999
763	0.2510225009
764	0.2509181976
765	0.2507691396
766	0.2505963141
767	0.2504779081
768	0.2503402607
769	0.2501269095
770	0.2499888506
771	0.2496432362
772	0.2495917673
773	0.2493309441
774	0.2491191919
775	0.2488791407
776	0.2487502036
777	0.2487136227
778	0.2484441973
779	0.2482281114
780	0.2480071634
781	0.247853052
782	0.2476678341
783	0.2475178535
784	0.2473315836
785	0.2470149077
786	0.2468178235
787	0.2467194376
788	0.2464124883
789	0.2461601081
790	0.2460408654
791	0.2458208711
792	0.2456407382
793	0.2454972426
794	0.2453447829
795	0.2451561351
796	0.2449506025
797	0.2447658326
798	0.244664816
799	0.2444553946
800	0.2444010854
801	0.2440915838
802	0.2438017672
803	0.2436774933
804	0.2434221877
805	0.2433077552
806	0.2430544629
807	0.2428637942
808	0.2426783862
809	0.2423744229
810	0.242229874
811	0.2417675587
812	0.2414211436
813	0.2412118772
814	0.2410193557
815	0.2409264112
816	0.2406566545
817	0.2403969539
818	0.2402613166
819	0.240019945
820	0.2397216709
821	0.2394097002
822	0.2392135858
823	0.2389594179
824	0.2386253126
825	0.2384992799
826	0.2383175524
827	0.238148342
828	0.2381060958
829	0.2380205089
830	0.2378168714
831	0.237704404
832	0.2375565165
833	0.2374423564
834	0.2372705107
835	0.2370427168
836	0.2369517137
837	0.236785298
838	0.236673816
839	0.2363292462
840	0.2362875459
841	0.2360938573
842	0.2360266438
843	0.2357980648
844	0.2356566635
845	0.2354429691
846	0.2352012045
847	0.2349560239
848	0.234718956
849	0.2345773136
850	0.2343055198
851	0.2341957547
852	0.2339217686
853	0.2336549322
854	0.233441217
855	0.2333375558
856	0.2332155807
857	0.2330335644
858	0.2329205834
859	0.2327746231
860	0.2325359917
861	0.2323114905
862	0.2322538315
863	0.2321275952
864	0.2319714464
865	0.2317959701
866	0.2316949731
867	0.2316051418
868	0.2315513835
869	0.2314945905
870	0.2313960867
871	0.2313132961
872	0.2311183139
873	0.2309825067
874	0.2309278627
875	0.2307396649
876	0.2305769381
877	0.2304819311
878	0.230297822
879	0.2301204148
880	0.2298859145
881	0.2296149298
882	0.229476105
883	0.229328687
884	0.2292382942
885	0.2291607578
886	0.228901875
887	0.2288519415
888	0.2285842326
889	0.2284341818
890	0.228185641
891	0.2279136055
892	0.2277228577
893	0.227540004
894	0.2272831254
895	0.2270980516
896	0.2269935271
897	0.2267206345
898	0.2266285222
899	0.2265042543
900	0.2263933641
901	0.2261987198
902	0.2259596432
903	0.2255561613
904	0.2253463714
905	0.2251983792
906	0.2251321201
907	0.2248742889
908	0.2248024327
909	0.224630727
910	0.2245749446
911	0.2245587519
912	0.2244579092
913	0.2240968612
914	0.2238665229
915	0.2238294516
916	0.2237445495
917	0.2234702229
918	0.2232666529
919	0.2231445463
920	0.2229871421
921	0.2229051056
922	0.2227297217
923	0.2225373084
924	0.2224434384
925	0.2222939976
926	0.2220940111
927	0.2219745389
928	0.2216943133
929	0.2214697976
930	0.2213551955
931	0.2211854364
932	0.2209772694
933	0.2209103787
934	0.2206059217
935	0.2205114708
936	0.2203387125
937	0.2200956598
938	0.2200345483
939	0.2198565022
940	0.2196282204
941	0.2193728908
942	0.2191446184
943	0.2189873326
944	0.2188612096
945	0.2187154951
946	0.2183780197
947	0.218265688
948	0.2179646119
949	0.217749149
950	0.2175763447
951	0.2173405845
952	0.2171535729
953	0.2169997201
954	0.2167921003
955	0.2166040659
956	0.2165338805
957	0.2163952638
958	0.216261405
959	0.2161902996
960	0.2160277116
961	0.2158374281
962	0.2156096802
963	0.2154235982
964	0.2153394561
965	0.2152697374
966	0.2151748505
967	0.2150079317
968	0.2148122191
969	0.2146997005
970	0.2145098803
971	0.2142647029
972	0.2140945952
973	0.2139074006
974	0.2136963027
975	0.2135394855
976	0.213490867
977	0.2133438572
978	0.213275482
979	0.2132449704
980	0.2130102524
981	0.2128365053
982	0.2126822841
983	0.2125005731
984	0.2123626884
985	0.2121743777
986	0.2121126907
987	0.2118991109
988	0.2116855371
989	0.2115821489
990	0.2114507608
991	0.2113935353
992	0.2112482918
993	0.2111971832
994	0.2109682276
995	0.2109533817
996	0.2108408878
997	0.2106613508
998	0.2104904518
999	0.2103673766
